source,destination,weight
52987686,4305376805,11.570152272265256
52987686,53115332,110.49989881566611
52987947,266426372,74.4104333261638
52987947,53099444,400.1653829054304
52987947,53088542,409.09398523461783
52987947,92750267,76.36589988635114
52990846,2853241692,54.67347535018521
52990846,53062112,70.06201788308417
52990846,53040854,163.66431203621903
52991608,522276880,124.48308322632609
52991608,1211727533,744.1776069346239
52991609,206090500,17.135537139679855
52991609,522277346,56.852652827632646
52991609,522277631,28.760227250724924
52991611,5188259818,27.241553642388247
52991611,53024894,242.3031126135462
52991611,205236699,119.56529050870155
52991611,201560696,152.84041759215341
52991611,5188259813,30.133733247473586
52991832,53048389,175.520428570261
52991878,52995527,160.22964308043305
52991882,52991878,93.16928010340449
52991882,52995542,60.28638563399075
52993536,53055160,140.95574305705193
52993536,52987338,25.065759769707682
52993536,52987338,149.12215825474541
52994382,53147658,139.78775603195191
52994382,221416671,64.05917860577735
52994382,53047013,85.83174589881664
52994382,53048121,187.17467113441285
52995514,1635557748,58.51279637273872
52995514,1635557749,97.59052074968015
52995524,52995514,155.03958783129082
52995524,52995575,308.2048472491639
52995527,52995524,35.12234042251009
52995542,52991878,62.67691530368396
52995542,86333300,39.20074504539651
52995575,53011243,1326.0413108831417
52996303,5843475645,61.15235525871259
52996303,35719160,799.3984539911157
52996303,35719115,1802.7997412389823
52996486,53005267,230.6466983933805
52996486,1997913869,81.138014172439
52996486,53057656,105.09790488293982
52997894,2853241697,14.24610106424885
52997894,53043600,85.53581816071413
52997894,53091486,158.56380242757936
53001167,271855166,1089.464763830991
53001196,1003263221,10.489005722510711
53001196,1003261749,50.61341720860888
53002225,53096214,32.310103001014554
53002225,95164602,93.13528349542136
53002225,53114657,47.17558588796014
53003639,52978858,269.0953069749444
53003639,74191172,253.2854915640494
53005267,52996486,230.6466983933805
53005267,97229316,104.3837348636224
53005267,53005268,144.55624806275168
53005268,1997913865,183.2248701897744
53005268,53056297,213.18434369523857
53005268,53005267,144.55624806275165
53005793,53075270,87.34945936727114
53005793,88553044,212.9522305105413
53005793,53077218,140.57895124464403
53005951,661853866,271.927385212866
53005951,1211727505,406.0288492254197
53006324,53103804,100.97152625448341
53006324,53084125,202.00955888769587
53007120,967671521,71.76588023806421
53007120,202138835,52.31029549855747
53007120,266425707,10.714575154251808
53007122,52987422,215.4189754369662
53007122,202138835,34.04590074324708
53007853,53007856,116.51764232747138
53007853,258758045,224.9695246201868
53007856,74261439,174.95070855235713
53007856,74261393,134.65906492151865
53010172,53010178,611.7669575055909
53010172,86276609,446.3027804983807
53010178,53010189,394.77318388302996
53010189,52982359,102.66937656929845
53011243,53011244,247.5005795421666
53011243,52979349,894.6545421796314
53011244,53011307,64.16378099009648
53011244,52978880,121.66141591532849
53011307,53011315,57.944869214925774
53011307,290107275,35.37584386139717
53011315,290107275,48.54587339810441
53011315,240448853,1953.1556508147496
53011953,53034977,114.67924723543473
53011953,3647671482,37.93533706806983
53013480,52995527,294.02372889251683
53013480,52995575,635.3851162692393
53014601,1949842470,14.763175100561568
53014601,52987426,264.6299450064452
53014602,1214165585,39.70408401887821
53014602,259155416,234.0813668519346
53016567,258770135,101.33991307084439
53016930,53016931,71.65027134562045
53016930,53100319,522.3720574935244
53016930,53041860,407.14881239154823
53016931,53016930,71.65027134562045
53017089,53055661,38.191371585025806
53018345,53037581,217.07833660090003
53018345,53018346,78.58653345640619
53018345,1003275428,54.393348457789315
53018346,53018347,86.67346151851535
53018346,53018345,78.58653345640619
53018346,53095115,263.46355798463156
53018347,53095117,232.82448806481722
53018347,53018348,89.57269419276032
53018347,53018346,86.67346151851537
53018348,53095119,209.4483028607736
53018348,53018349,94.561987318765
53018348,53018347,89.57269419276031
53018349,53108173,99.96957017632525
53018349,53047925,85.76423327864322
53018349,53018348,94.56198731876502
53018349,53018352,325.23510207322533
53018352,53018354,235.29054150134021
53018352,53018349,325.23510207322533
53018352,53095124,103.28565857000837
53018352,53047928,85.9184412486555
53018354,53018352,235.29054150134021
53018354,53095124,138.35173648049377
53018354,53095131,219.8382711543104
53018368,53018369,42.07563508392783
53018369,53018368,42.07563508392783
53018369,53018371,231.3246745081488
53018369,53095131,101.939338548406
53018369,53047935,85.32093067507262
53018371,53018373,92.79654217484001
53018371,53018369,231.3246745081488
53018371,53079213,101.61916655605417
53018371,53047937,85.4396533732608
53018373,53018374,169.20972690087603
53018373,53018371,92.79654217484001
53018373,53026057,97.46405296169772
53018373,53026053,90.22489577005126
53018374,53018376,244.891703445373
53018374,53018373,169.20972690087603
53018374,53047939,96.59982659736568
53018374,53085452,91.1553075958883
53018376,53033961,111.75606634830929
53018376,53018380,131.59300060195784
53018376,53018374,244.89170344537297
53018376,53033963,81.68929987561054
53018380,53018376,131.59300060195784
53018380,53047942,111.3040672720761
53018380,53090214,83.08384500855281
53018380,53018382,201.3602762454109
53018382,53073985,56.31791772109625
53018864,8731110864,300.65911069164616
53018864,53075295,151.34852206821495
53018864,53018867,36.056221793064864
53018867,266450271,191.31485203728369
53018867,53018869,101.65302010860177
53018867,53018864,36.05622179306487
53018869,53018879,302.657283835016
53018869,93186667,218.41245109884065
53018869,53024875,164.39894760078124
53018869,53018867,101.65302010860177
53018879,53018869,302.6572838350161
53018879,53040981,125.62435227721491
53018879,53024877,90.14874566334088
53019122,240448968,11.155699456623
53019122,53030348,100.0213429940155
53019122,53091844,203.02661104279497
53019123,53019126,20.531991946888798
53019123,53141404,28.942341226709907
53019123,240448968,64.07722344271744
53019126,53019128,79.36068082224185
53019126,53019123,20.531991946888798
53019126,53060274,110.40289386024892
53019128,53019130,80.52043062066309
53019128,53019126,79.36068082224185
53019128,53131928,65.94682581113312
53019128,53060278,82.80260757562627
53019130,263187569,23.278051301369377
53019130,53019128,80.52043062066309
53019130,53063671,101.1188043600219
53019130,1789060655,185.95303631497052
53019134,53019136,67.63971362001693
53019134,263187569,45.04311827370084
53019134,53029032,25.277640872758198
53019134,53029024,539.0689293598182
53019136,53019138,49.78759042999407
53019136,53019138,676.2557234910995
53019136,53019134,67.63971362001693
53019138,53019136,49.78759042999407
53019138,53019136,676.2557234910994
53019138,53019140,130.25839412737014
53019140,53019138,130.25839412737014
53019140,53019145,144.06624963088643
53019140,53064878,334.28478172240716
53019145,53019147,169.39646594052013
53019145,53070449,59.58854703432625
53019145,53064879,218.64359514324323
53019145,53019140,144.06624963088643
53019147,53019145,169.39646594052013
53019147,53047295,87.56825042060468
53019147,53019149,44.18040714171858
53019149,53019152,65.48255208790314
53019149,53047320,98.05929141340556
53019149,53019147,44.18040714171858
53019152,53019149,65.48255208790314
53019152,53047295,74.9356935372056
53019152,53019153,56.08911405263729
53019153,53056997,166.59277261516885
53019153,261735845,78.64084238031806
53019153,53019152,56.08911405263729
53019155,53019157,61.555124065882396
53019155,261735845,26.17570446638244
53019155,261735848,26.534718978262955
53019157,53056997,166.68539473423772
53019157,53019159,76.04653204091392
53019157,53019155,61.55512406588238
53019159,53070452,221.42984169935048
53019159,53019160,78.11807165362112
53019159,53019157,76.04653204091392
53019159,53072364,349.37274843126744
53019160,53070452,111.19617170704272
53019160,58443246,88.62111782930512
53019160,53019159,78.11807165362112
53019161,53082189,266.35122442760996
53019161,53019162,93.23590378764331
53019161,58443246,10.54060747733925
53019162,53058801,158.3041164833328
53019162,53019164,269.8800448712246
53019162,53019161,93.23590378764332
53019164,53058819,181.19303632958758
53019164,261736220,86.41661738973023
53019164,53019162,269.8800448712245
53019168,53084394,64.35876220991872
53019168,239669469,49.07896764133157
53019168,53019170,169.8549400168844
53019168,53044129,97.70716720458908
53019170,53095436,203.34331901373199
53019170,53019172,131.61428503889886
53019170,53019168,169.85494001688443
53019172,266712192,274.2007921763378
53019172,53019170,131.61428503889886
53019172,239669505,116.35140954481557
53019173,53112762,181.6001975333404
53019173,239669505,47.480432753823095
53019173,261736143,23.92502637290219
53019173,239616902,26.421037962983476
53020082,53062025,75.55834537258275
53020082,53062022,76.82018887396481
53020082,240471170,196.39635345009256
53020083,240471170,12.40628700863004
53020083,53066747,77.27682801156573
53020507,53075161,116.44958834275451
53020507,53068625,135.33647190601002
53020507,53100957,254.30576551715328
53020793,53031028,76.66950643615897
53020793,53020794,211.06693134564642
53020793,53031029,72.72273461275213
53020794,53040850,75.56354484337683
53020794,53020795,264.1088651376641
53020794,53020793,211.06693134564642
53020794,53040849,76.30300163654783
53020795,53020796,212.02577292084283
53020795,53020794,264.1088651376641
53020795,53131689,75.89606068262917
53020795,53080700,76.16005127200813
53020796,53020795,212.02577292084283
53020796,53123240,77.45708963653844
53020796,53080702,82.41174625287252
53020805,53036819,83.64746193691268
53020805,53020807,326.198761228767
53020805,266711636,174.8705626703457
53020807,53020805,326.19876122876695
53020807,53096103,176.15472239274445
53020807,53119344,94.74102036901414
53020918,53020919,78.13726031694807
53020919,53020920,93.24671592218775
53020919,53020918,78.13726031694807
53020919,53063565,201.98134169507392
53020920,53020921,104.27103028250814
53020920,53020919,93.24671592218775
53020920,53063568,202.57956864878392
53020921,260577511,50.65311561465502
53020921,53020920,104.27103028250814
53020921,53020923,94.64573279336335
53020923,260577516,33.548851704271605
53020923,260577520,20.84364724324935
53020923,53085634,200.7873921399428
53020923,53020928,100.41605678452049
53020923,53020921,94.64573279336336
53020928,53085637,202.12094721786045
53020928,53063572,202.25819319858425
53020928,53020929,100.40761409617777
53020928,53020923,100.41605678452049
53020929,53020928,100.40761409617777
53020929,53055496,201.7197910669907
53020929,11637411580,199.84820861610348
53020929,53020930,99.86685670244191
53020930,53030290,202.37306707352838
53020930,53020933,100.6537920905467
53020930,53020929,99.86685670244191
53020930,53030286,202.09533017135732
53020933,243673105,11.454896565789815
53020933,53082730,99.06219501483878
53020933,53020930,100.6537920905467
53020935,53063523,201.2914005234408
53020935,53020937,77.66081483011011
53020935,243673105,66.01156358377612
53020937,53029050,201.39971921923518
53020937,53020939,49.724389976666586
53020937,53020935,77.66081483011011
53020939,2205390579,91.74954340611633
53020939,53020941,41.46686546326097
53020939,53020937,49.724389976666586
53020941,53063524,201.2004207190942
53020941,53020943,90.85676628832096
53020941,53020939,41.46686546326097
53020943,53063527,201.3586491182283
53020943,53020945,31.708279722728804
53020943,53020941,90.85676628832096
53020945,53082733,97.8214460402531
53020945,53020946,77.25593909910334
53020945,53020943,31.708279722728804
53020946,1762740752,196.7943999722971
53020946,53020948,73.00382197170315
53020946,53020945,77.25593909910334
53020948,53063531,201.07264357357255
53020948,53020950,50.32939028964056
53020948,53020946,73.00382197170313
53020950,260577507,91.4045336430535
53020950,53020951,14.360055467562116
53020950,53020948,50.32939028964056
53020951,53047348,201.72819134395178
53020951,53020953,84.95891617873541
53020951,53020950,14.360055467562116
53020953,1762740772,197.55298670627997
53020953,53020955,82.12209182413615
53020953,53020951,84.95891617873541
53020955,240469682,13.693890946106661
53020955,53050619,98.41233113644338
53020955,53020953,82.12209182413615
53020957,9569859259,87.12925335263324
53020957,53063533,202.7853532118019
53020957,240469682,84.08981568543189
53020958,53082735,93.7296639283558
53020958,9569859260,29.80938766100535
53020959,9569859260,53.37863999135414
53020959,53063536,203.21835381403884
53020959,53020962,106.48500207450621
53020962,53076872,98.7238910071879
53020962,53020963,93.57941386596876
53020962,53020959,106.48500207450621
53020962,53063538,204.74613618266855
53020963,53063541,298.87724057586485
53020963,53020966,101.67113896791705
53020963,53020962,93.57941386596876
53020966,53082737,100.4450006310058
53020966,53020967,99.09706230944448
53020966,53020963,101.67113896791705
53020966,53063541,202.7713211802375
53020967,53063543,202.8040546709128
53020967,11515571167,100.77423928335094
53020967,53020966,99.0970623094445
53020968,11515571167,7.434873818954576
53020968,53020969,197.87962245145337
53020968,11515571162,24.572409234146814
53020969,53082741,101.71286176604387
53020969,259581496,214.42572145831002
53020970,53041085,101.57445447728486
53020970,53020971,182.30968516886853
53020971,312430760,20.51934102936871
53020971,53020974,201.63055001514422
53020974,53020976,202.16503183035485
53020974,53041090,101.4411053577056
53020976,230899740,154.64711031758245
53020977,53041093,101.58048004910616
53020977,53020979,57.286415852937324
53020979,53070406,205.2378755359315
53020979,53020981,115.13217909690398
53020981,53085623,215.11333576123877
53020981,53020985,29.661359150391185
53020985,53020987,86.24608809175535
53020985,53041095,101.9011330679707
53020987,53085626,224.4481483642481
53020987,53020989,115.01461481180996
53020989,53020990,101.34543725712007
53020989,53085598,199.682813324321
53020989,53041097,94.94712420005978
53020990,53020992,101.9895319862516
53020990,53085599,201.34825785606606
53020992,53085599,297.22308889219147
53020992,53020993,45.43768662338881
53020993,53058934,63.52465485362604
53020993,53041099,116.4517395889049
53020993,53020994,54.66178853030209
53020994,53058932,222.53700400337527
53020994,53020995,78.80681432545529
53020994,53058934,43.56215646374483
53020994,53020993,54.66178853030209
53020995,53020994,78.80681432545529
53020995,35719103,159.8531958247026
53020995,1419660758,26.441651081507896
53020998,394180798,430.8478427855153
53020998,34351114,99.37419802961466
53020998,35719098,65.39954740149027
53021348,53154579,62.696264060400516
53021348,269301221,37.45719287577132
53021348,59942347,74.71853495318409
53021355,53021357,154.31863499476734
53021355,269301221,379.64942572163284
53021355,53080856,103.44041894064584
53021355,53080854,98.29325459355668
53021357,53021355,154.31863499476734
53021357,53130715,161.4155332061382
53021357,4294455624,64.73191357559072
53021359,239501066,137.9085835494229
53021359,4294455620,15.381797983944047
53021359,4294455624,16.727096914684495
53021367,53021369,106.62943497626586
53021367,53148317,131.38708965839209
53021367,59805973,97.79351993992296
53021367,53129312,102.25834525930142
53021369,53021367,106.62943497626586
53021369,260908839,23.183994328293014
53021369,52980624,133.47319695167627
53021369,260908845,26.37148313393135
53021421,374595527,20.830899715164755
53021421,53021439,227.07298938318846
53021423,53119174,25.05862025799836
53021423,374595527,133.12659507235747
53021423,53021425,291.1203233568174
53021425,53021423,291.12032335681727
53021425,53021463,244.64327165675365
53021425,53030445,61.68844410947662
53021425,53113555,82.41932521604619
53021439,53021421,227.07298938318849
53021463,53021425,244.64327165675357
53021463,53067531,138.39500561549775
53021638,53021639,119.75008971831869
53021638,53134399,216.95424324928575
53021638,6702966274,338.0722911612665
53021639,53021638,119.75008971831869
53021639,53025122,215.6550209609951
53021639,53040992,336.69078926491966
53021639,53092423,131.25440796208673
53021835,53040366,44.040276740505995
53021851,53021852,389.5127833562331
53021851,53090709,94.9306250440993
53021851,53090707,90.08325540890723
53021852,53021854,87.665626178967
53021852,53021851,389.51278335623306
53021852,53066789,79.6061008227561
53021852,7059221432,108.07448850804708
53021854,53021852,87.665626178967
53021854,53066790,105.45942877704601
53021854,7059221432,141.39517609082603
53021862,53040258,384.0978198576082
53021862,53040254,328.2853441914969
53021862,1997913868,75.55763098628427
53021862,53027878,77.85661311023605
53021869,53040245,75.82360112225672
53021869,53063654,76.03673776831702
53021869,53021870,186.65537585966695
53021870,53032389,76.09555416112731
53021870,53032387,75.7998146591054
53021870,53021871,186.17672947802305
53021870,53021869,186.65537585966695
53021871,53040247,76.19458420472327
53021871,53021870,186.17672947802305
53021871,53021874,185.7845732826768
53021871,53063655,75.86736125463555
53021874,53021871,185.7845732826768
53021874,53040248,76.12124012090288
53021874,53063656,76.25364900366348
53021874,53021877,237.4172941976979
53021877,53021879,353.31704949931685
53021877,53040249,77.34029412937994
53021877,53062037,77.50786139905344
53021877,53021874,237.4172941976979
53021879,53021877,353.3170494993168
53021879,53040254,75.7946788044518
53021879,53056308,76.30800955552648
53021879,1997913868,328.0098906717466
53021953,53063666,76.25485979717867
53021953,53040258,75.93715250907059
53021953,53021954,207.1934629851363
53021953,1997913868,384.6494038474482
53021954,10593597341,135.39125600013028
53021954,53040259,139.72717271377522
53021954,53027133,87.33550245651126
53021954,53021953,207.19346298513634
53022101,243967852,343.36779335099965
53022101,53062718,161.2111996534621
53022101,53034305,119.08654214215532
53022701,53022703,101.88874884479047
53022701,53129217,85.3469687713891
53022701,12265567523,72.32930030479173
53022701,53045983,78.35587562828118
53022703,53022701,101.88874884479047
53022703,10646804400,316.69104867501704
53022703,53118782,85.00762614692347
53022703,53045984,80.54799655094756
53022705,10646804400,8.142243547005165
53022705,11583641967,368.918946377051
53022705,1230369579,21.068211253982625
53022712,53022713,231.4163806768389
53022712,53129225,78.88531832567006
53022712,53045959,79.93260793398153
53022713,53045961,79.58994040102647
53022713,53022715,261.23898665270394
53022713,53022712,231.41638067683888
53022713,53079216,78.88782299625916
53022715,53022717,227.89201705678926
53022715,53022713,261.2389866527039
53022715,53045963,79.63364036218046
53022715,53085450,79.13687119291387
53022717,93033416,15.20545098286483
53022717,53022715,227.89201705678929
53022717,2830480029,79.72608574107261
53022720,93033416,106.84168444299029
53022720,53045968,86.36393542660352
53022720,53090211,79.3066733727034
53023202,53023203,99.94267949576508
53023202,53087209,57.530116832217786
53023202,53075877,145.94307039574272
53023203,53023202,99.94267949576508
53023230,53023232,49.910225461078475
53023230,53147986,170.5961779496064
53023230,53072602,49.78115973522301
53023232,53023230,49.910225461078475
53023273,53111749,143.17697312736948
53023273,7059221432,18.482245552231277
53023273,53023275,85.18576398406805
53023273,53070463,208.72716538705097
53023275,53023277,23.409577824293994
53023275,53107025,269.8491714868686
53023275,53023273,85.18576398406805
53023277,53023275,23.409577824293994
53023277,53055132,136.1066897363075
53023277,53023283,335.26267043416
53023283,53023277,335.26267043415993
53023283,53024867,124.28357399666008
53023283,53024864,295.1552968736514
53024602,53077537,104.53266455221497
53024602,53043840,58.9425534881167
53024602,53024603,80.90632235284279
53024603,53024605,76.81242146994796
53024603,53048818,153.06678041863424
53024603,53024602,80.90632235284279
53024605,53024603,76.81242146994796
53024605,53126424,104.41695880629207
53024605,53100729,77.34950310100088
53024605,53024607,153.42982144354022
53024607,240469707,11.736778631543526
53024607,53024605,153.42982144354022
53024607,53050642,104.22293355717966
53024616,275782450,15.420191827135822
53024616,53090189,117.14833044456097
53024616,53043878,302.852269768959
53024858,53040857,28.44398379303738
53024858,53077161,260.0829075898539
53024858,53024860,98.5869521823966
53024860,53107025,212.91847771564608
53024860,489307303,133.44815790524967
53024860,53024858,98.5869521823966
53024864,53055132,176.25926954642108
53024864,53023283,295.15529687365154
53024864,489307303,133.4443244614557
53024867,53062911,131.51122153042135
53024867,206092983,328.3084674072053
53024867,53024868,317.8538324178732
53024867,53023283,124.28357399666008
53024868,8731110864,16.597369391066152
53024868,53024867,317.85383241787326
53024868,53024871,121.8429469629982
53024871,53024872,46.47872589323411
53024871,6944055273,38.921167837291875
53024871,6944055269,23.16172405954399
53024871,53024868,121.8429469629982
53024872,53024875,229.75229450492844
53024872,53018867,264.3288182344487
53024872,53024871,46.47872589323411
53024875,53024877,262.92902854249303
53024875,53024872,229.75229450492847
53024875,53018869,164.39894760078124
53024877,53018879,90.14874566334089
53024877,53024875,262.929028542493
53024877,53024879,122.49435076806147
53024879,206172782,462.491098075371
53024879,53024905,106.39872625556262
53024879,53024877,122.49435076806147
53024879,53044504,117.38384022774659
53024883,243708364,247.39486283747962
53024883,53024944,209.334127067186
53024883,53048478,367.476473896048
53024888,53024890,141.10365082182486
53024888,243708364,37.66524579122462
53024888,53025456,352.68517246133075
53024890,11018545781,11.356736906886221
53024890,53024888,141.10365082182486
53024890,53025462,390.73970077896496
53024892,53024894,108.85259028225728
53024892,11018545781,108.0667898743068
53024892,53054393,170.0194584070543
53024892,53054392,169.68771468545881
53024894,53024892,108.85259028225728
53024894,53054393,187.61721348538387
53024894,52991611,242.30311261354626
53024901,53083133,122.71529490889024
53024901,53024903,24.48990145556558
53024901,265519816,26.041664199314358
53024903,53024905,112.16596904351901
53024903,53024901,24.48990145556558
53024903,53042263,170.84734839921703
53024905,53024903,112.16596904351901
53024905,53092406,262.64114277296534
53024905,53024879,106.39872625556262
53024909,206172768,42.5117352799598
53024909,6944055269,86.05319046445534
53024909,206172782,49.14688309000767
53024918,53024919,168.24565574957168
53024918,1783094951,29.97787859853218
53024918,625201393,853.534965868987
53024919,53024920,142.69039237420878
53024919,53024918,168.24565574957165
53024919,4633311088,15.048073887271402
53024920,53024922,106.8208488374947
53024920,53024919,142.6903923742088
53024920,266430949,129.78355016408761
53024922,53037210,48.68598106011369
53024922,53024926,169.63373663358522
53024922,53024920,106.82084883749468
53024926,53024928,260.70169987799403
53024926,53024922,169.63373663358524
53024926,53103891,80.07947750821387
53024928,53024930,277.8184858293487
53024928,53024926,260.70169987799403
53024928,53034053,727.1012671719484
53024930,53024931,165.76943736187545
53024930,53024928,277.81848582934873
53024930,53038708,401.74419911971285
53024930,53029342,157.67382943587032
53024931,53024934,45.39673997752263
53024931,53024930,165.76943736187548
53024931,985955655,230.1750672284437
53024934,53024942,459.04854347451277
53024934,53024931,45.39673997752263
53024934,53095614,92.3541990183632
53024942,53024944,20.10201811058438
53024942,53024934,459.04854347451277
53024942,53028936,673.0905980572527
53024944,53024883,209.334127067186
53024944,53024942,20.10201811058438
53024944,243796007,144.12841462960176
53024965,261736298,19.577757858516968
53024965,53024968,107.822858860399
53024965,2045669739,76.24557706132107
53024968,261736300,20.605325871451573
53024968,53024970,208.0633128944718
53024970,261736301,19.27407286792561
53024970,53024971,224.70569618027213
53024970,53134683,79.34945824481372
53024971,261736303,19.343343055538142
53024971,53124703,76.47063703541619
53024971,53024973,251.46161769935495
53024973,53027875,39.693707133878206
53024973,86320161,22.71450583599647
53024976,53039800,92.4389364884781
53024976,53024978,327.56943649139765
53024976,86320161,314.86968684084314
53024976,53027877,53.51029841110871
53024978,263187479,182.3492617746159
53024978,53024976,327.5694364913976
53024978,53039802,93.14299922709645
53024978,53027878,55.14958395884598
53024982,53027883,138.60461884623243
53024982,263187479,40.94755656861299
53024982,263187489,40.694920732352
53025119,52987426,1689.7173504898615
53025119,6702966274,207.35853125667018
53025119,53025122,65.20196434468272
53025122,53025119,65.20196434468272
53025122,53021639,215.65502096099507
53025122,542986465,231.12606182220378
53025446,53025449,265.9802273429117
53025449,53025451,61.45961634008151
53025449,53036775,71.22565499438359
53025449,53025446,265.98022734291175
53025449,53036770,81.88140040662144
53025451,53025449,61.45961634008151
53025451,53025453,207.72736059482094
53025451,53080831,171.3505737564352
53025453,53025455,150.24023011129344
53025453,53025451,207.72736059482094
53025453,53057123,133.0902820121403
53025455,53025456,237.8032700804713
53025455,53025453,150.24023011129344
53025455,53048478,356.2350734990963
53025455,432431679,121.06547819816689
53025455,53078875,98.24284138844679
53025456,53025455,237.8032700804713
53025456,53024888,352.6851724613308
53025456,53054392,68.04744408403371
53025456,11018545781,284.72281199494086
53025462,53024890,390.7397007789651
53025462,53062921,70.61824733153803
53025462,53115440,296.67316808222347
53025462,53025464,452.3965005131076
53025464,53062921,560.4062619937547
53025464,53025466,61.02162828892891
53025464,53025462,452.3965005131075
53025466,53025464,61.02162828892891
53025466,53129800,93.13461067830738
53025466,53025468,340.8410377711169
53025466,661852878,111.86938492089345
53025468,53029308,307.49210742628514
53025468,53025470,145.80740748057488
53025468,53025466,340.8410377711169
53025470,53034305,120.9407105520603
53025470,53025468,145.80740748057488
53025638,53025642,154.58866024128287
53025638,53054966,168.58809790873383
53025638,53054961,115.1768845459105
53025642,53025638,154.58866024128287
53025642,53030524,28.590362751264607
53025642,53030520,175.00538777854518
53025950,53025951,77.54053930390619
53025950,53025955,82.52997349591548
53025950,53105065,33.83646483728088
53025951,53025950,77.5405393039062
53025951,53134401,13.588381201168296
53025951,53025955,51.98373392672696
53025955,1968181925,75.18856508409357
53025955,53025950,82.52997349591548
53025955,53061327,278.51795029802634
53025955,53025951,51.98373392672696
53026049,53026050,99.78633127806495
53026049,53085455,169.00514647838702
53026049,53079208,92.22019882651443
53026050,430600116,79.41373877499348
